,Average speed,Throughput,Number of waiting cars
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,10.0,0.0,0.0
3,10.0,0.0,0.0
4,10.0,0.0,0.0
5,10.0,0.0,0.0
6,10.0,0.0,0.0
7,10.0,0.0,0.0
8,10.0,0.0,0.0
9,10.0,0.0,0.0
10,8.0,0.0,1.0
11,10.0,0.0,0.0
12,8.333333333333334,0.0,1.0
13,10.0,0.0,0.0
14,10.0,0.0,0.0
15,8.75,0.0,1.0
16,10.0,0.0,0.0
17,8.88888888888889,0.0,1.0
18,10.0,0.0,0.0
19,10.0,0.0,0.0
20,10.0,0.0,0.0
21,10.0,1.0,0.0
22,10.0,1.0,0.0
23,10.0,1.0,0.0
24,10.0,1.0,0.0
25,10.0,1.0,0.0
26,10.0,1.0,0.0
27,10.0,2.0,0.0
28,10.0,2.0,0.0
29,10.0,3.0,0.0
30,10.0,3.0,0.0
31,10.0,5.0,0.0
32,10.0,5.0,0.0
33,10.0,5.0,0.0
34,10.0,6.0,0.0
35,10.0,7.0,0.0
36,10.0,8.0,0.0
37,10.0,8.0,0.0
38,10.0,8.0,0.0
39,10.0,9.0,0.0
40,10.0,9.0,0.0
41,10.0,9.0,0.0
42,10.0,10.0,0.0
43,10.0,11.0,0.0
